,Title,Type,Source,Episodes,Status,Started At,Ended At,Duration in Minutes,Rating,Score,Scored By,Score Rank,Popularity Rank,Members,Favorites,Season,Year,Genre,Theme,Demographic
106,Haikyuu!! To the Top Part 2,TV,Manga,12.0,Finished Airing,2020-10-03,2020-12-19,23,PG-13 - Teens 13 or older,8.55,475364,108.0,229,803098,6088,fall,2020.0,['Sports'],"['School', 'Team Sports']",['Shounen']
107,Nana,TV,Manga,47.0,Finished Airing,2006-04-05,2007-03-28,23,R+ - Mild Nudity,8.55,251365,105.0,305,658028,29445,spring,2006.0,"['Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']",['Shoujo']
108,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,Original,1.0,Finished Airing,1997-07-19,,86,R+ - Mild Nudity,8.55,616039,102.0,173,923186,28754,,,"['Action', 'Avant Garde', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']",[]
109,Zoku Natsume Yuujinchou,TV,Manga,13.0,Finished Airing,2009-01-06,2009-03-31,24,PG-13 - Teens 13 or older,8.54,124568,111.0,972,246714,1440,winter,2009.0,"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo']
110,Shingeki no Kyojin,TV,Manga,25.0,Finished Airing,2013-04-07,2013-09-29,24,R - 17+ (violence & profanity),8.54,2772055,113.0,1,3908427,170680,spring,2013.0,"['Action', 'Award Winning', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen']
111,Shoujo☆Kageki Revue Starlight Movie,Movie,Original,1.0,Finished Airing,2021-06-04,,120,PG-13 - Teens 13 or older,8.54,7915,109.0,4937,18897,823,,,['Drama'],"['Music', 'Performing Arts', 'School']",[]
112,Perfect Blue,Movie,Novel,1.0,Finished Airing,1998-02-28,,81,R+ - Mild Nudity,8.54,375096,112.0,284,699940,19092,,,"['Avant Garde', 'Drama', 'Horror', 'Suspense']","['Adult Cast', 'Psychological', 'Showbiz']",[]
113,Spy x Family,TV,Manga,12.0,Finished Airing,2022-04-09,2022-06-25,24,PG-13 - Teens 13 or older,8.54,929157,110.0,70,1517043,38993,spring,2022.0,"['Action', 'Award Winning', 'Comedy']",['Childcare'],['Shounen']
114,Mushishi: Hihamukage,TV Special,Manga,1.0,Finished Airing,2014-01-04,,45,PG-13 - Teens 13 or older,8.53,66805,114.0,1618,138529,186,,,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen']
115,Pluto,ONA,Manga,8.0,Finished Airing,2023-10-26,,61,PG-13 - Teens 13 or older,8.53,54339,115.0,1592,141235,1790,,,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']","['Detective', 'Psychological']",['Seinen']
116,Yuru Camp△ Season 2,TV,Manga,13.0,Finished Airing,2021-01-07,2021-04-01,23,PG-13 - Teens 13 or older,8.53,93653,118.0,1086,219402,3007,winter,2021.0,['Slice of Life'],"['CGDCT', 'Iyashikei']",[]
117,Steins;Gate 0,TV,Visual novel,23.0,Finished Airing,2018-04-12,2018-09-27,23,PG-13 - Teens 13 or older,8.53,422519,117.0,197,863909,11758,spring,2018.0,"['Drama', 'Sci-Fi', 'Suspense']",['Time Travel'],[]
118,Bakuman. 3rd Season,TV,Manga,25.0,Finished Airing,2012-10-06,2013-03-30,24,PG-13 - Teens 13 or older,8.53,193409,116.0,710,328576,2937,fall,2012.0,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],['Shounen']
119,Sora yori mo Tooi Basho,TV,Original,13.0,Finished Airing,2018-01-02,2018-03-27,23,PG-13 - Teens 13 or older,8.52,215205,119.0,439,499229,13984,winter,2018.0,"['Adventure', 'Comedy', 'Drama']",['CGDCT'],[]
120,Kara no Kyoukai Movie 5: Mujun Rasen,Movie,Light novel,1.0,Finished Airing,2008-08-16,,114,R - 17+ (violence & profanity),8.52,131478,120.0,1004,237546,4586,,,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",[],[]
121,Chainsaw Man,TV,Manga,12.0,Finished Airing,2022-10-12,2022-12-28,24,R - 17+ (violence & profanity),8.52,804422,123.0,79,1472857,46137,fall,2022.0,"['Action', 'Fantasy']",['Gore'],['Shounen']
122,Gintama.: Porori-hen,TV,Manga,13.0,Finished Airing,2017-10-02,2017-12-25,23,PG-13 - Teens 13 or older,8.52,101582,125.0,1178,199944,902,fall,2017.0,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
123,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,Manga,1.0,Finished Airing,2010-04-24,,95,R - 17+ (violence & profanity),8.52,94612,124.0,1418,163170,613,,,"['Action', 'Comedy', 'Sci-Fi']","['Historical', 'Parody', 'Samurai']",['Shounen']
124,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,Manga,26.0,Finished Airing,2004-01-01,2005-01-08,25,R - 17+ (violence & profanity),8.52,103699,121.0,1059,226218,3161,winter,2004.0,"['Action', 'Mystery', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",['Seinen']
125,Ousama Ranking,TV,Web manga,23.0,Finished Airing,2021-10-15,2022-03-25,22,PG-13 - Teens 13 or older,8.52,332687,122.0,331,631526,12576,fall,2021.0,"['Adventure', 'Fantasy']",[],[]
126,Shingeki no Kyojin Season 2,TV,Manga,12.0,Finished Airing,2017-04-01,2017-06-17,24,R - 17+ (violence & profanity),8.51,1847850,128.0,12,2692388,21542,spring,2017.0,"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",['Shounen']
127,Hotaru no Haka,Movie,Novel,1.0,Finished Airing,1988-04-16,,88,PG-13 - Teens 13 or older,8.51,398847,126.0,299,669586,8036,,,['Drama'],['Historical'],[]
128,Samurai Champloo,TV,Original,26.0,Finished Airing,2004-05-20,2005-03-19,24,R - 17+ (violence & profanity),8.51,633169,127.0,110,1230175,37663,spring,2004.0,"['Action', 'Adventure', 'Comedy']","['Historical', 'Samurai']",[]
129,Yakusoku no Neverland,TV,Manga,12.0,Finished Airing,2019-01-10,2019-03-29,22,R - 17+ (violence & profanity),8.5,1274578,131.0,38,1948944,32421,winter,2019.0,"['Fantasy', 'Mystery', 'Sci-Fi', 'Suspense']","['Psychological', 'Survival']",['Shounen']
130,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,Manga,39.0,Finished Airing,2016-04-02,2016-12-24,23,R - 17+ (violence & profanity),8.5,767499,132.0,130,1111495,39358,spring,2016.0,"['Action', 'Adventure', 'Supernatural']",[],['Shounen']
131,One Punch Man,TV,Web manga,12.0,Finished Airing,2015-10-05,2015-12-21,24,R - 17+ (violence & profanity),8.5,2215075,129.0,4,3187230,64110,fall,2015.0,"['Action', 'Comedy']","['Adult Cast', 'Parody', 'Super Power']",['Seinen']
132,Shiguang Dailiren II,ONA,Original,12.0,Finished Airing,2023-07-14,2023-09-22,24,R - 17+ (violence & profanity),8.5,37096,130.0,2011,103070,1291,,,"['Drama', 'Mystery', 'Supernatural', 'Suspense']","['Adult Cast', 'Time Travel']",[]
133,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,Visual novel,1.0,Finished Airing,2019-01-12,,117,R - 17+ (violence & profanity),8.49,226323,133.0,594,385067,3451,,,"['Action', 'Fantasy', 'Supernatural']",[],[]
134,Uchuu Kyoudai,TV,Manga,99.0,Finished Airing,2012-04-01,2014-03-22,24,PG-13 - Teens 13 or older,8.49,52442,136.0,1219,193218,3843,spring,2012.0,['Comedy'],"['Adult Cast', 'Space', 'Workplace']",['Seinen']
135,Mob Psycho 100,TV,Web manga,12.0,Finished Airing,2016-07-11,2016-09-27,24,PG-13 - Teens 13 or older,8.49,1260723,134.0,31,2051089,47625,summer,2016.0,"['Action', 'Comedy', 'Supernatural']",['Super Power'],[]
136,Summertime Render,TV,Manga,25.0,Finished Airing,2022-04-15,2022-09-30,23,R - 17+ (violence & profanity),8.49,209884,135.0,427,511139,8649,spring,2022.0,"['Mystery', 'Supernatural', 'Suspense']",['Time Travel'],['Shounen']
137,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,Original,1.0,Finished Airing,2013-10-26,,116,PG-13 - Teens 13 or older,8.48,224200,140.0,613,376360,8740,,,"['Award Winning', 'Drama', 'Fantasy', 'Suspense']","['Mahou Shoujo', 'Psychological']",[]
138,Ansatsu Kyoushitsu 2nd Season,TV,Manga,25.0,Finished Airing,2016-01-08,2016-07-01,23,PG-13 - Teens 13 or older,8.48,884498,137.0,84,1420173,17561,winter,2016.0,"['Action', 'Comedy']",['School'],['Shounen']
139,Aria the Origination,TV,Manga,13.0,Finished Airing,2008-01-08,2008-04-01,24,G - All Ages,8.48,31817,138.0,1719,128153,4139,winter,2008.0,"['Fantasy', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],['Shounen']
140,Kimetsu no Yaiba,TV,Manga,26.0,Finished Airing,2019-04-06,2019-09-28,23,R - 17+ (violence & profanity),8.48,2064844,139.0,7,2986985,91026,spring,2019.0,"['Action', 'Award Winning', 'Fantasy']",['Historical'],['Shounen']
141,Banana Fish,TV,Manga,24.0,Finished Airing,2018-07-06,2018-12-21,22,R - 17+ (violence & profanity),8.47,368356,143.0,204,854133,30024,summer,2018.0,"['Action', 'Adventure', 'Drama', 'Suspense']","['Delinquents', 'Organized Crime', 'Psychological']",['Shoujo']
142,Rainbow: Nisha Rokubou no Shichinin,TV,Manga,26.0,Finished Airing,2010-04-07,2010-09-29,22,R - 17+ (violence & profanity),8.47,156272,142.0,578,393360,8419,spring,2010.0,"['Drama', 'Suspense']","['Delinquents', 'Historical']",['Seinen']
143,Karakai Jouzu no Takagi-san Movie,Movie,Manga,1.0,Finished Airing,2022-06-10,,73,PG-13 - Teens 13 or older,8.47,30630,141.0,2521,71443,692,,,[],"['Romantic Subtext', 'School']",['Shounen']
144,Gintama: The Semi-Final,Special,Manga,2.0,Finished Airing,2021-01-15,2021-01-20,24,PG-13 - Teens 13 or older,8.46,38304,145.0,2427,75963,248,,,"['Action', 'Comedy']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
145,Yuu☆Yuu☆Hakusho,TV,Manga,112.0,Finished Airing,1992-10-10,1995-01-07,23,PG-13 - Teens 13 or older,8.46,328211,146.0,291,683323,22815,fall,1992.0,"['Action', 'Fantasy']","['Martial Arts', 'Mythology']",['Shounen']
146,Chihayafuru 3,TV,Manga,24.0,Finished Airing,2019-10-23,2020-03-25,22,PG-13 - Teens 13 or older,8.46,62054,145.0,1609,139684,1542,fall,2019.0,"['Drama', 'Sports']","['Love Polygon', 'School', 'Strategy Game']",['Josei']
147,Nichijou,TV,Manga,26.0,Finished Airing,2011-04-03,2011-09-25,23,PG-13 - Teens 13 or older,8.46,365218,148.0,190,888445,23583,spring,2011.0,['Comedy'],"['Gag Humor', 'School']",['Shounen']
148,Mo Dao Zu Shi: Wanjie Pian,ONA,Web novel,12.0,Finished Airing,2021-08-07,2021-10-16,24,R - 17+ (violence & profanity),8.46,26907,147.0,2381,79003,1604,,,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']","['Historical', 'Mythology', 'Reincarnation']",[]
149,Owarimonogatari,TV,Light novel,12.0,Finished Airing,2015-10-04,2015-12-20,26,R - 17+ (violence & profanity),8.45,233404,150.0,470,474912,2857,fall,2015.0,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[]
150,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,Visual novel,1.0,Finished Airing,2013-04-20,,90,PG-13 - Teens 13 or older,8.45,353574,154.0,362,590508,2637,,,"['Drama', 'Sci-Fi']",[],[]
151,Jujutsu Kaisen 0 Movie,Movie,Manga,1.0,Finished Airing,2021-12-24,,104,R - 17+ (violence & profanity),8.45,539649,152.0,182,910155,9907,,,"['Action', 'Fantasy']",['School'],['Shounen']
152,Bungou Stray Dogs 4th Season,TV,Manga,13.0,Finished Airing,2023-01-04,2023-03-29,23,R - 17+ (violence & profanity),8.45,102949,151.0,859,278380,3157,winter,2023.0,"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Detective', 'Organized Crime', 'Super Power']",['Seinen']
153,Golden Kamuy 3rd Season,TV,Manga,12.0,Finished Airing,2020-10-05,2020-12-21,23,R - 17+ (violence & profanity),8.45,81558,151.0,1391,166884,1461,fall,2020.0,"['Action', 'Adventure']","['Adult Cast', 'Historical', 'Military']",['Seinen']
154,Ninja Kamui,TV,Original,12.0,Currently Airing,2024-02-11,,23,R - 17+ (violence & profanity),8.44,12070,155.0,2506,72413,514,winter,2024.0,"['Action', 'Fantasy', 'Sci-Fi']",[],[]
155,Road of Naruto,PV,Manga,1.0,Finished Airing,2022-10-03,,9,PG-13 - Teens 13 or older,8.44,19763,,3813,33160,113,,,"['Action', 'Fantasy']",['Martial Arts'],['Shounen']
156,Zoku Owarimonogatari,TV,Light novel,6.0,Finished Airing,2019-05-19,2019-06-23,28,R - 17+ (violence & profanity),8.44,106188,155.0,1067,224085,981,spring,2019.0,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[]
157,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,Manga,24.0,Finished Airing,2015-01-10,2015-06-20,23,R - 17+ (violence & profanity),8.44,783357,157.0,133,1102161,20519,winter,2015.0,"['Action', 'Adventure', 'Supernatural']",[],['Shounen']
158,Haikyuu!!,TV,Manga,25.0,Finished Airing,2014-04-06,2014-09-21,24,PG-13 - Teens 13 or older,8.44,1213644,156.0,37,1949660,72917,spring,2014.0,['Sports'],"['School', 'Team Sports']",['Shounen']
159,Mushishi Zoku Shou: Odoro no Michi,TV Special,Manga,1.0,Finished Airing,2014-08-20,,47,PG-13 - Teens 13 or older,8.43,49263,162.0,2043,100505,119,,,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen']
160,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,Light novel,12.0,Finished Airing,2021-01-06,2021-03-24,29,R - 17+ (violence & profanity),8.43,510188,163.0,193,874502,12376,winter,2021.0,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[]
161,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,Manga,2.0,Finished Airing,2012-08-26,,96,PG-13 - Teens 13 or older,8.43,16882,158.0,3289,44186,44,,,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
162,Grand Blue,TV,Manga,12.0,Finished Airing,2018-07-14,2018-09-29,24,PG-13 - Teens 13 or older,8.43,413815,159.0,243,770504,19420,summer,2018.0,['Comedy'],['Adult Cast'],['Seinen']
163,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,Light novel,1.0,Finished Airing,2019-08-30,,90,PG-13 - Teens 13 or older,8.43,483546,161.0,246,766339,4810,,,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody']",[]
164,Yuru Camp△ Movie,Movie,Manga,1.0,Finished Airing,2022-07-01,,120,PG-13 - Teens 13 or older,8.43,23517,160.0,2432,75753,421,,,['Slice of Life'],"['Adult Cast', 'CGDCT', 'Iyashikei']",[]
165,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,Manga,1.0,Finished Airing,2018-09-29,,104,PG-13 - Teens 13 or older,8.42,25313,167.0,2517,71623,193,,,"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo']
166,Saiki Kusuo no Ψ-nan 2,TV,Manga,24.0,Finished Airing,2018-01-17,2018-06-27,24,PG-13 - Teens 13 or older,8.42,380631,169.0,328,635507,4154,winter,2018.0,"['Comedy', 'Supernatural']","['Gag Humor', 'School', 'Super Power']",['Shounen']
167,Kono Oto Tomare! Part 2,TV,Manga,13.0,Finished Airing,2019-10-06,2019-12-29,23,PG-13 - Teens 13 or older,8.42,93151,164.0,1339,175213,1727,fall,2019.0,['Drama'],"['Music', 'School']",['Shounen']
168,Shingeki no Kyojin: Kuinaki Sentaku,OVA,Visual novel,2.0,Finished Airing,2014-12-09,2015-04-09,27,R - 17+ (violence & profanity),8.42,307309,170.0,424,513521,1955,,,['Action'],[],[]
169,Mononoke,TV,Original,12.0,Finished Airing,2007-07-13,2007-09-28,22,R - 17+ (violence & profanity),8.42,92603,166.0,730,324451,8252,summer,2007.0,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Adult Cast', 'Historical', 'Mythology', 'Psychological']",[]
170,Koukaku Kidoutai: Stand Alone Complex,TV,Manga,26.0,Finished Airing,2002-10-01,2003-10-01,25,R - 17+ (violence & profanity),8.42,163748,165.0,575,395135,8583,fall,2002.0,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",['Seinen']
171,Saenai Heroine no Sodatekata Fine,Movie,Light novel,1.0,Finished Airing,2019-10-26,,114,PG-13 - Teens 13 or older,8.42,81383,168.0,1299,181484,2551,,,"['Comedy', 'Romance']","['Harem', 'Otaku Culture', 'School']",[]
172,Ore dake Level Up na Ken,TV,Web manga,12.0,Currently Airing,2024-01-07,2024-03-31,23,R - 17+ (violence & profanity),8.41,106334,173.0,453,487259,8765,winter,2024.0,"['Action', 'Adventure', 'Fantasy']",[],[]
173,Saiki Kusuo no Ψ-nan,TV,Manga,120.0,Finished Airing,2016-07-04,2016-12-26,5,PG-13 - Teens 13 or older,8.41,611132,174.0,136,1091244,29278,summer,2016.0,"['Comedy', 'Supernatural']","['Gag Humor', 'School', 'Super Power']",['Shounen']
174,Fruits Basket: Prelude,Movie,Manga,1.0,Finished Airing,2022-02-18,,88,PG-13 - Teens 13 or older,8.41,36922,175.0,1993,104661,809,,,"['Drama', 'Romance']",[],['Shoujo']
175,Karakai Jouzu no Takagi-san 3,TV,Manga,12.0,Finished Airing,2022-01-08,2022-03-26,24,PG-13 - Teens 13 or older,8.41,81706,172.0,1286,183590,2322,winter,2022.0,['Comedy'],"['Romantic Subtext', 'School']",['Shounen']
176,Hunter x Hunter,TV,Manga,62.0,Finished Airing,1999-10-16,2001-03-31,23,PG-13 - Teens 13 or older,8.41,286212,176.0,367,586800,10931,fall,1999.0,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
177,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,Light novel,1.0,Finished Airing,2019-09-06,,91,PG-13 - Teens 13 or older,8.41,244691,177.0,546,417084,1528,,,"['Drama', 'Fantasy']",[],[]
178,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,Manga,12.0,Finished Airing,2019-01-12,2019-03-30,25,PG-13 - Teens 13 or older,8.41,1084858,171.0,52,1719399,39344,winter,2019.0,['Comedy'],"['Psychological', 'Romantic Subtext', 'School']",['Seinen']
179,Kage no Jitsuryokusha ni Naritakute! 2nd Season,TV,Light novel,12.0,Finished Airing,2023-10-04,2023-12-20,23,R - 17+ (violence & profanity),8.4,163143,179.0,715,327793,4154,fall,2023.0,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[]
180,Natsume Yuujinchou Roku Specials,Special,Manga,2.0,Finished Airing,2017-09-27,2017-10-25,23,PG-13 - Teens 13 or older,8.4,20578,182.0,3189,46661,74,,,"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo']
181,Mo Dao Zu Shi,ONA,Web novel,15.0,Finished Airing,2018-07-09,2018-10-06,25,R - 17+ (violence & profanity),8.4,78435,181.0,1047,228831,6712,,,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']","['Historical', 'Mythology', 'Reincarnation']",[]
182,Major S5,TV,Manga,25.0,Finished Airing,2009-01-10,2009-06-27,24,PG-13 - Teens 13 or older,8.4,41268,180.0,2547,70639,634,winter,2009.0,['Sports'],['Team Sports'],['Shounen']
183,Vivy: Fluorite Eye's Song,TV,Original,13.0,Finished Airing,2021-04-03,2021-06-19,24,R - 17+ (violence & profanity),8.4,240047,178.0,410,530717,10610,spring,2021.0,"['Action', 'Sci-Fi', 'Suspense']","['Music', 'Time Travel']",[]
184,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,Original,1.0,Finished Airing,2018-02-24,,114,PG-13 - Teens 13 or older,8.39,188460,184.0,526,427828,7467,,,"['Drama', 'Fantasy']",[],[]
185,Houseki no Kuni,TV,Manga,12.0,Finished Airing,2017-10-07,2017-12-23,24,PG-13 - Teens 13 or older,8.39,195319,186.0,487,456421,13388,fall,2017.0,"['Action', 'Drama', 'Fantasy', 'Mystery']",['Anthropomorphic'],['Seinen']
186,Josee to Tora to Sakana-tachi,Movie,Novel,1.0,Finished Airing,2020-12-25,,98,PG-13 - Teens 13 or older,8.39,215007,187.0,542,418308,6066,,,"['Drama', 'Romance']","['Adult Cast', 'Visual Arts']",[]
187,Kamisama Hajimemashita: Kako-hen,OVA,Manga,4.0,Finished Airing,2015-08-20,2016-08-19,30,PG-13 - Teens 13 or older,8.39,82030,183.0,1395,166399,1030,,,"['Comedy', 'Fantasy', 'Romance']","['Mythology', 'Time Travel']",['Shoujo']
188,Gintama°: Aizome Kaori-hen,OVA,Manga,2.0,Finished Airing,2016-08-04,2016-11-04,26,PG-13 - Teens 13 or older,8.39,44905,185.0,2273,85060,139,,,['Comedy'],"['Gag Humor', 'Parody']",['Shounen']
189,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie,Light novel,1.0,Finished Airing,2009-08-08,,121,R - 17+ (violence & profanity),8.38,111725,193.0,1152,206099,2313,,,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",[],[]
190,Cross Game,TV,Manga,50.0,Finished Airing,2009-04-05,2010-03-28,23,PG-13 - Teens 13 or older,8.38,50674,191.0,1758,123886,3044,spring,2009.0,"['Drama', 'Romance', 'Sports']","['School', 'Team Sports']",['Shounen']
191,3-gatsu no Lion,TV,Manga,22.0,Finished Airing,2016-10-08,2017-03-18,25,PG-13 - Teens 13 or older,8.38,279525,188.0,295,674032,15542,fall,2016.0,['Drama'],"['Childcare', 'Strategy Game']",['Seinen']
192,Kaze ga Tsuyoku Fuiteiru,TV,Novel,23.0,Finished Airing,2018-10-03,2019-03-27,23,PG-13 - Teens 13 or older,8.38,136337,194.0,795,298496,6025,fall,2018.0,"['Drama', 'Sports']","['Adult Cast', 'Racing']",[]
193,Chihayafuru 2,TV,Manga,25.0,Finished Airing,2013-01-12,2013-06-29,22,PG-13 - Teens 13 or older,8.38,129359,189.0,1020,234439,1627,winter,2013.0,"['Drama', 'Sports']","['Love Polygon', 'School', 'Strategy Game']",['Josei']
194,Cowboy Bebop: Tengoku no Tobira,Movie,Original,1.0,Finished Airing,2001-09-01,,115,R - 17+ (violence & profanity),8.38,213661,190.0,618,375007,1561,,,"['Action', 'Sci-Fi']","['Adult Cast', 'Space']",[]
195,Tensei shitara Slime Datta Ken 2nd Season,TV,Manga,12.0,Finished Airing,2021-01-12,2021-03-30,23,PG-13 - Teens 13 or older,8.38,542168,192.0,164,938847,10693,winter,2021.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",['Shounen']
196,Mo Dao Zu Shi: Xian Yun Pian,ONA,Web novel,8.0,Finished Airing,2019-08-03,2019-09-21,24,R - 17+ (violence & profanity),8.37,48635,198.0,1997,104493,1217,,,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']","['Historical', 'Mythology', 'Reincarnation']",[]
197,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,Web manga,1.0,Finished Airing,2019-01-18,,105,R - 17+ (violence & profanity),8.37,54606,196.0,1646,135615,242,,,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",['Gore'],[]
198,Non Non Biyori Nonstop,TV,Manga,12.0,Finished Airing,2021-01-11,2021-03-29,24,PG-13 - Teens 13 or older,8.37,46613,200.0,1766,123189,947,winter,2021.0,['Slice of Life'],"['CGDCT', 'Iyashikei']",['Seinen']
199,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,Original,1.0,Finished Airing,2012-10-13,,109,PG-13 - Teens 13 or older,8.37,100307,197.0,1168,201830,1046,,,"['Drama', 'Fantasy', 'Suspense']","['Mahou Shoujo', 'Psychological']",[]
